step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.450085048119686,0,0.0,0.9422347732200573,0,0.0,0.9383541529557601,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9340506928701705,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9388948725062801,0,0.0,0.939795051194135,0,0.0,0.9413240536491425,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9352316145305164,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.630998918789317,0,0.0,0.9688461497877449,0,0.0,0.9768865879619719,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9762853338338098,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9793696848033282,0,0.0,0.9795700394482784,0,0.0,0.9102765453987884,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9766718489403665,0,0.0,1.0,0,0.0
15.0,40,0,3,0,40,0,4.0,0.1,11.56233206014809,0,0.0,0.8908485788341062,0,0.0,0.9065716932684607,0,0.0,1.0,0,0.0,1.0,1,1.0,0.6089537028816563,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9436604496140011,0,0.0,0.9401626738913156,1,2.0,0.6544107378469911,0,0.0,0.9521496295303207,0,0.0,0.9896762909709412,0,0.0,0.9893294022818713,1,1.0,0.6892171514678083,0,0.0,1.0,3,4.0
20.0,56,0,3,0,56,0,13.0,0.23214285714285715,11.187349881199077,1,4.0,0.8032464567867816,0,0.0,0.9567839192911957,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7604670887329142,0,2.0,0.4987279094568709,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9656637365034751,0,0.0,0.9584487705743022,0,0.0,0.6487204510382426,0,3.0,0.7811261331310098,0,0.0,0.9577228397067447,0,0.0,0.9604918110169672,2,9.0,0.5285497626286985,0,0.0,1.0,3,18.0
25.0,72,0,6,0,72,0,30.0,0.4166666666666667,11.35650099754961,0,0.0,0.7539781251616584,0,0.0,0.8211722390958479,0,0.0,0.9717369195266609,0,0.0,0.9893294022818713,0,0.0,0.9770478606870711,0,2.0,0.9030950971214091,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9652523859485607,0,0.0,0.9773066409558273,1,5.0,0.6944682966945648,0,3.0,0.9249468168497715,0,0.0,0.9511068351273718,0,0.0,0.9522448310655278,5,28.0,0.36975923666573995,0,0.0,0.9483071500465705,6,38.0
30.0,80,0,11,0,80,0,68.0,0.85,10.598746809149379,2,6.0,0.7149314996367949,2,5.0,0.5194866042623698,0,0.0,0.9605282878010533,0,0.0,0.9597677149033507,0,0.0,0.8760241321602372,0,2.0,0.9337510463099585,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9310633681203392,0,0.0,0.9674069009076729,1,4.0,0.7552224020531269,0,3.0,0.891487522530028,0,0.0,0.9537912371820876,0,0.0,0.9576353321236768,6,58.0,0.25683957905125704,0,0.0,0.9462817552035591,11,78.0
35.0,96,0,17,0,96,0,69.0,0.71875,8.93467850484873,3,19.0,0.6053431366961737,4,23.0,0.47006186116679144,0,0.0,0.946686192935601,0,0.0,0.9554722814379171,1,2.0,0.5513194141759646,1,3.0,0.35562971242409647,0,0.0,0.94093950528921,0,0.0,0.9624798685518948,0,0.0,0.9270541881876952,0,0.0,0.943869594977397,3,15.0,0.7001053241199457,3,8.0,0.38603121579591876,0,0.0,0.9237661001184537,0,0.0,0.9714518206621942,2,50.0,0.3963891863525139,0,2.0,0.8528837839265986,17,122.0
40.0,112,0,26,0,112,0,167.0,1.4910714285714286,9.226311293113932,6,43.0,0.5279156158974476,4,43.0,0.4789646702469991,0,0.0,0.9234036437681877,0,0.0,0.9620519321065781,0,2.0,0.6238536471904835,6,27.0,0.3937475416580534,0,0.0,0.945830448076779,0,0.0,0.9547619601882706,0,0.0,0.9448685088658746,0,0.0,0.9790160710836847,5,30.0,0.566861191990373,5,30.0,0.3526854428089175,0,0.0,0.9407079965464906,0,0.0,0.963165783810307,0,10.0,0.6695351667244615,0,4.0,0.8766986287334813,26,189.0
45.0,120,0,26,0,120,0,244.0,2.033333333333333,9.314014087755602,7,76.0,0.4009821903789224,0,24.0,0.6257095038147,0,0.0,0.9462011183431945,0,0.0,0.9408342177306548,0,0.0,0.814478351348038,6,59.0,0.5449930382202672,0,0.0,0.9502870970364063,0,0.0,0.9653544429722509,0,4.0,0.7131170218040037,0,0.0,0.9408434696478184,6,58.0,0.4834972473948174,5,55.0,0.3519136872414606,0,0.0,0.9628570540946684,0,0.0,0.9623888969924496,2,7.0,0.6584496883759728,0,4.0,0.9099000496541649,26,287.0
50.0,136,0,32,0,136,0,323.0,2.375,8.640806526837583,9,116.0,0.35377582414701053,2,4.0,0.5032925777462692,0,0.0,0.9650178909624949,0,0.0,0.9538370905159748,0,0.0,0.7772880512760513,6,89.0,0.46590253623231287,0,0.0,0.9419906261734713,0,0.0,0.899432557020161,0,4.0,0.9284180870328024,0,0.0,0.930838130003705,8,93.0,0.37191808820650407,0,38.0,0.34653509300339197,0,4.0,0.7349211622405651,0,0.0,0.9311010291914946,5,26.0,0.5747905611022919,2,7.0,0.4681530757542207,32,381.0
