step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.78009862796018,0,0.0,0.9751550712564521,0,0.0,0.9790096129356525,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9783714175098897,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9751971270718919,0,0.0,0.97963753449155,0,0.0,0.9801904823246868,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9801384112786009,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.346817719310895,0,0.0,0.9265175070041071,0,0.0,0.9640796469322828,0,0.0,1.0,0,0.0,1.0,0,0.0,0.961062337303225,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.967421095808336,0,0.0,0.9671444933402611,0,0.0,0.9657383487711324,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9641680686574625,0,0.0,1.0,0,0.0
15.0,40,0,1,0,40,0,1.0,0.025,12.420053259064073,1,1.0,0.8395221076623665,0,0.0,0.8367815274805027,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9727190963129413,0,0.0,0.856890123190206,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7841716557521341,0,0.0,0.9510344771714668,0,0.0,0.9755218533308673,0,0.0,0.9724046300713955,0,0.0,1.0,0,0.0,0.9736051271788952,0,0.0,0.9633368462998994,0,0.0,0.8600285044496456,1,1.0
20.0,56,0,4,0,56,0,13.0,0.23214285714285715,11.683404598796885,1,6.0,0.6998669049656183,0,0.0,0.9701084259484108,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9633265034059317,0,0.0,0.9574342772353647,0,0.0,1.0,0,0.0,1.0,3,7.0,0.5105698820479682,0,0.0,0.7751270055782287,0,0.0,0.9448505304799109,0,0.0,0.9691801378208208,0,0.0,1.0,0,0.0,0.9425964651048433,0,0.0,0.911039838834407,0,0.0,0.9536402394579537,4,13.0
25.0,72,0,2,0,72,0,6.0,0.08333333333333333,9.40381372680464,0,3.0,0.6705770293650173,0,0.0,0.8699495381325045,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7290509552412824,0,0.0,0.9104315830406547,0,0.0,1.0,0,0.0,1.0,0,4.0,0.5923322540309508,2,6.0,0.5794872268949245,0,2.0,0.7495277380453285,0,0.0,0.732528474796932,0,4.0,0.6599067363155101,0,0.0,0.12572708748423828,0,0.0,0.7570872792820854,0,0.0,0.469686206244838,2,19.0
30.0,80,0,12,0,80,0,40.0,0.5,8.738963396148307,3,8.0,0.6246498190255606,0,0.0,0.7352745806361245,0,0.0,1.0,0,2.0,0.3702542679874241,2,7.0,0.4562291034679296,0,0.0,0.06111512798048865,0,0.0,0.9692739526343912,0,0.0,1.0,0,0.0,0.8682267664463282,0,1.0,0.639874619726899,1,8.0,0.6674209179707272,2,7.0,0.6665851512490001,0,4.0,0.9134265707556182,0,4.0,0.452056049234523,1,5.0,0.6013698636282352,3,9.0,0.03254454913036742,12,55.0
35.0,96,0,12,0,96,0,60.0,0.625,9.281092422565841,0,4.0,0.6952789412954399,1,7.0,0.5884876414772019,0,0.0,1.0,0,2.0,0.9536212658851406,5,26.0,0.38892088271490644,1,4.0,0.0,0,0.0,0.7764215375279822,0,0.0,1.0,0,0.0,0.9494601519470427,0,0.0,0.9665886907923437,0,7.0,0.7846578386324474,1,4.0,0.5185224948853218,0,4.0,0.8489873709086303,0,4.0,0.9243704432993877,0,0.0,0.6082097403876229,4,33.0,0.2128098746506973,12,95.0
40.0,112,0,8,0,112,0,21.0,0.1875,10.001577277973515,2,6.0,0.7348341775579638,0,6.0,0.7889684393785932,0,4.0,0.7554233105831107,0,2.0,0.7583022138018618,1,22.0,0.43288956271026613,0,4.0,0.47667943830074666,0,2.0,0.4254013857296487,0,0.0,0.6149982009922809,1,1.0,0.754831940004724,0,0.0,0.9760897588059928,1,5.0,0.5880743992402553,1,11.0,0.7124209159165507,2,6.0,0.4813855363497132,0,4.0,0.9396840556518744,0,0.0,0.967143098170582,0,21.0,0.7704220682648721,8,94.0
45.0,120,0,6,0,120,0,31.0,0.25833333333333336,10.052024543154346,0,2.0,0.6150018244538251,0,4.0,0.8756580161669182,0,4.0,0.8955972805019585,0,0.0,1.0,0,1.0,0.7408798466067298,0,4.0,0.8706727581836088,0,2.0,0.930276383027321,0,0.0,0.821688872678895,2,11.0,0.501055755571472,0,0.0,0.9626221962901559,0,6.0,0.4488023925072246,0,5.0,0.9180195503509802,3,21.0,0.10729348977874102,1,5.0,0.45561492274822146,0,4.0,0.6989225203420859,0,7.0,0.88129511799166,6,76.0
50.0,136,0,9,0,136,0,23.0,0.16911764705882354,9.680279901928456,3,10.0,0.6333154313516659,0,0.0,0.7490375029926067,0,4.0,0.8812660664799921,0,4.0,0.4640015420400969,1,2.0,0.6190418244012734,0,4.0,0.9048259656514439,0,2.0,0.9353682781024178,0,0.0,0.7542776414877896,0,2.0,0.5221818465736576,0,0.0,0.8554158751115788,1,8.0,0.7027478186062569,0,2.0,0.8665833191708951,0,11.0,0.7764364101643705,0,7.0,0.43294257454343765,2,9.0,0.741655606410256,2,6.0,0.49805085829149426,9,71.0
55.0,152,0,21,0,152,0,72.0,0.47368421052631576,8.787580812109717,0,6.0,0.6818721055277409,2,9.0,0.5321866206254398,0,0.0,0.64155987030934,0,4.0,0.8105610603676389,3,14.0,0.5087325740455197,1,5.0,0.33370210258141114,1,3.0,0.7618192705856147,2,5.0,0.0002606172792356179,0,0.0,0.879782381577238,2,5.0,0.5642047283836165,0,6.0,0.7898230335278282,2,4.0,0.16168835759158084,0,6.0,0.8638277605922057,0,4.0,0.7251577293529659,3,21.0,0.706173501127177,5,24.0,0.13887814280675298,21,116.0
60.0,160,0,17,0,160,0,84.0,0.525,8.851752824014909,1,4.0,0.7108811556936726,0,7.0,0.754169563086354,4,15.0,0.48853955655718806,0,4.0,0.8951261210404556,0,8.0,0.636251241072386,1,15.0,0.24358176948515134,1,12.0,0.5831048582628329,0,0.0,1.0,1,4.0,0.745909212839658,0,4.0,0.6537793717345831,2,7.0,0.44652594719951566,2,20.0,0.6193370152232115,0,4.0,0.6141868445677187,0,8.0,0.683650577689701,5,37.0,0.47315604311016923,0,22.0,0.6067437985519598,17,171.0
65.0,173,0,17,3,176,0,100.0,0.5780346820809249,9.452935749396639,0,1.0,0.7018016649618333,0,2.0,0.9127734373118436,1,12.0,0.39060628262414954,0,0.0,0.696374309572651,0,0.0,0.9059893981508713,0,9.0,0.8302238195067096,0,6.0,0.6903259068443776,0,2.0,0.6959769885472352,3,15.0,0.45878394510867465,0,0.0,0.9564127585914152,1,9.0,0.4563653131144237,0,6.0,0.8928102233005326,5,22.0,0.320423743983705,0,4.0,0.8911013453368736,7,71.0,0.29966485806993287,0,0.0,0.8936385493824521,17,159.0
