step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.568378480747958,0,0.0,0.9732641199084474,0,0.0,0.9729268946301624,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9762512064011668,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9739183235707731,0,0.0,0.9751172046268853,0,0.0,0.9736842767554847,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9775219474058738,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,12.878916888460026,0,0.0,0.9361140647290501,0,0.0,0.9299384366346345,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9358993419081358,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9377453734699208,0,0.0,0.9416016785017423,0,0.0,0.8711082092920865,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9252640331338923,0,0.0,1.0,0,0.0
15.0,40,0,0,0,40,0,0.0,0.0,11.696664780663271,0,0.0,0.7970311080640544,0,0.0,0.8527435301418104,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9242600043811237,0,0.0,0.8832199251763632,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9520847657680324,0,0.0,0.6170034047939841,0,0.0,0.9421572587516345,0,0.0,0.48524124195875556,0,0.0,0.9522582553680672,0,0.0,1.0,0,0.0,0.9398613064752995,0,0.0,0.8549094346876149,0,0.0
20.0,56,0,5,0,56,0,13.0,0.23214285714285715,11.180181802865947,0,0.0,0.7595684181129896,2,5.0,0.565784328572327,0,0.0,1.0,0,0.0,1.0,0,0.0,0.94557507689744,0,0.0,0.941555172276444,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9448916441999262,3,8.0,0.4646192849094163,0,0.0,0.9546319341791581,0,0.0,0.9768685144770366,0,0.0,0.941459258096863,0,0.0,1.0,0,0.0,0.9283880924050705,0,0.0,0.9453234141585325,5,13.0
25.0,72,0,2,0,72,0,5.0,0.06944444444444445,10.390674080488203,2,5.0,0.6926616864025695,0,4.0,0.7914835237947937,0,0.0,1.0,0,0.0,1.0,0,0.0,0.946363237676777,0,0.0,0.6205980472058916,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9646223716899813,0,4.0,0.5644728194298756,0,0.0,0.725275746005651,0,4.0,0.7401255712680925,0,0.0,0.9142052694525175,0,4.0,0.3878398713782274,0,0.0,0.9795732622841996,0,0.0,0.5057075491256408,2,21.0
30.0,80,0,10,0,80,0,20.0,0.25,9.535309020686755,0,2.0,0.6419857217594783,0,1.0,0.8210195896402306,0,0.0,0.9132444929031855,0,0.0,1.0,2,4.0,0.5177776279935229,2,5.0,0.41304869357844703,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9590234915924225,0,0.0,0.8656341363512178,2,6.0,0.5963588586153771,1,3.0,0.6351899778950127,0,0.0,0.9112016976119304,0,4.0,0.7977926438496491,0,0.0,0.7783886278580735,3,6.0,0.47190213625624855,10,31.0
35.0,96,0,9,0,96,0,41.0,0.4270833333333333,9.31677671627278,1,4.0,0.7992542174136017,0,1.0,0.612724305551723,0,2.0,0.7830715076653104,0,0.0,1.0,3,16.0,0.355562849676138,0,1.0,0.2656679472184069,0,4.0,0.3711189318386785,0,0.0,1.0,0,0.0,0.8175598851656459,0,0.0,0.9302342645866163,0,4.0,0.8163024641673874,3,18.0,0.6315509434380312,0,0.0,0.9204526786806161,0,4.0,0.9055735711270283,2,9.0,0.45948122199589475,0,4.0,0.4711169812633876,9,67.0
40.0,112,0,20,0,112,0,97.0,0.8660714285714286,8.585883909341787,1,4.0,0.7047050337848133,3,8.0,0.5373319391627587,1,5.0,0.5647809449106749,0,0.0,1.0,5,40.0,0.3890246539720925,0,0.0,1.0,0,4.0,0.9224482470068467,0,0.0,1.0,0,0.0,0.9038328885661755,0,0.0,0.9808447086442086,2,9.0,0.7254505467190094,5,37.0,0.47873182023658745,1,3.0,0.4706961550062516,2,6.0,0.39456762955037294,0,7.0,0.7497743923743309,0,4.0,0.6618402686764158,20,127.0
45.0,120,0,12,0,120,0,87.0,0.725,7.990562739513979,3,13.0,0.6146176134747169,0,6.0,0.7276600751651304,0,7.0,0.7673431417947215,0,2.0,0.41957599631364734,7,70.0,0.2656529868059908,0,0.0,1.0,0,7.0,0.7286181506539644,0,0.0,1.0,0,0.0,0.8697705453672551,0,0.0,0.919506859073884,1,10.0,0.34977412164127264,1,36.0,0.19858560467930167,0,2.0,0.5536708620600983,0,2.0,0.3841350697703247,0,4.0,0.9124359750643161,0,4.0,0.8664377827972677,12,163.0
50.0,136,0,22,0,136,0,159.0,1.1691176470588236,8.813308752352636,0,6.0,0.5902282168255909,0,2.0,0.8704852928878899,1,10.0,0.508369600462047,0,4.0,0.8162418420187277,9,111.0,0.2086145356816974,0,0.0,0.9579953597358044,0,3.0,0.9203639335341546,0,0.0,0.6518570848133135,2,5.0,0.5046285424839122,1,3.0,0.8221094851042627,5,27.0,0.3828697617580091,3,24.0,0.6362812562131812,0,4.0,0.8579437543104115,0,0.0,0.6495327063842072,1,5.0,0.56189189665743,0,4.0,0.9153857505428231,22,208.0
