step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.266148888128157,0,0.0,0.9526050656155014,0,0.0,0.9398704932030792,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9417123844776054,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.943948971631239,0,0.0,0.94595131986788,0,0.0,0.9482118644869089,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9457353359601068,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,12.784520089258997,0,0.0,0.9205627849327689,0,0.0,0.9434857153741496,0,0.0,1.0,0,0.0,1.0,0,0.0,0.857879672104112,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9486749431231235,0,0.0,0.9491292507299962,0,0.0,0.9506012028521236,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9266528006680879,0,0.0,1.0,0,0.0
15.0,40,0,3,0,40,0,3.0,0.075,10.718706947246966,1,1.0,0.738197702346876,0,0.0,0.9499586955213517,0,0.0,1.0,0,0.0,1.0,1,1.0,0.7513341605614196,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9491412898379995,0,0.0,0.9528989353361705,0,0.0,0.6462731817350313,0,0.0,0.9384983581598222,0,0.0,0.9390059649759346,0,0.0,0.9418595619150653,1,1.0,0.6990963687678331,0,0.0,1.0,3,3.0
20.0,56,0,5,0,56,0,21.0,0.375,10.751547526507906,2,11.0,0.6946738396024166,0,0.0,0.9646424429893659,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8194301648752468,0,2.0,0.6367990198486378,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9621488116569676,0,0.0,0.9317884194398949,3,10.0,0.5804006962258071,0,0.0,0.9484634055462582,0,0.0,0.9492536195541522,0,0.0,0.9506303633284379,0,0.0,0.835895248734194,0,2.0,0.4384246028561677,5,25.0
25.0,72,0,9,0,72,0,57.0,0.7916666666666666,11.128185294094708,4,28.0,0.5912641601023623,0,0.0,0.9576850878169152,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9716321512339694,0,2.0,0.8505322556408993,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9535201249562789,1,1.0,0.7201965697560307,4,28.0,0.5689079851532686,0,0.0,0.9541029753696607,0,0.0,0.9373809103122356,0,0.0,0.943272016451667,0,0.0,0.9608042338624756,0,2.0,0.9219746799150197,9,61.0
30.0,80,0,17,0,80,0,119.0,1.4875,9.585191775594387,6,53.0,0.4080219428408848,0,0.0,0.9564711751618459,0,0.0,0.9513199880542765,0,0.0,0.966442517269266,1,1.0,0.6396376656395703,0,2.0,0.8414793646237999,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9736802134065305,2,8.0,0.4779367315488652,7,56.0,0.41687521352906887,0,0.0,0.9431484153059929,0,0.0,0.9382362444135168,0,0.0,1.0,1,1.0,0.672854706590322,0,2.0,0.9414673742556873,17,123.0
35.0,96,0,23,0,96,0,205.0,2.1354166666666665,7.95071176487857,8,90.0,0.41044036310835263,0,0.0,0.9542312304702989,0,0.0,0.9365471287324548,0,0.0,0.9750010231681002,2,9.0,0.5313285056996395,0,2.0,0.2185522415506375,0,0.0,1.0,0,0.0,1.0,0,0.0,0.964432540303337,0,3.0,0.5380182294497575,9,95.0,0.36990856337583805,0,0.0,0.9242654483502607,0,0.0,0.9207526943596867,0,4.0,0.4915703968314987,3,10.0,0.5925258468796496,1,3.0,0.48094402840379236,23,216.0
40.0,112,0,35,0,112,0,355.0,3.169642857142857,8.261646691194489,10,137.0,0.3897570049321229,0,0.0,0.9667849993275243,0,0.0,0.9230540696903224,0,0.0,0.980556907327295,5,27.0,0.5134345074270924,0,3.0,0.3605031869573926,0,1.0,0.7999018809536266,0,0.0,0.9561101457386405,0,0.0,0.9579024546766909,0,0.0,0.8542589435408285,10,143.0,0.341868468301351,0,0.0,0.9320879295460097,0,0.0,0.8993291526679789,0,4.0,0.8044038994426742,5,30.0,0.5475322700921015,5,20.0,0.4628671538489856,35,365.0
45.0,120,0,29,0,120,0,257.0,2.1416666666666666,8.33609231733444,6,125.0,0.3803890469517577,0,2.0,0.8287024680053575,0,0.0,0.8628451005612309,0,0.0,1.0,6,54.0,0.4561782654541518,0,0.0,0.9361898103059038,0,3.0,0.8710563319399818,0,0.0,0.9687188653323671,0,0.0,0.9464725062574656,0,0.0,0.9589411138471619,6,135.0,0.3491428960308075,0,4.0,0.7792874084195698,0,0.0,0.9751038830287578,0,4.0,0.9210141895506263,6,56.0,0.36555818353536534,5,45.0,0.3562773233309877,29,428.0
50.0,135,0,18,1,136,0,172.0,1.2740740740740741,8.688717182189396,2,45.0,0.5066457508533351,0,4.0,0.8707751870561351,0,0.0,0.8507883162231865,0,0.0,0.8831170141047799,8,89.0,0.3724562797139326,0,0.0,0.9446858648695191,0,2.0,0.8066864600702032,0,0.0,0.9816742466429422,0,0.0,0.956181223773767,0,0.0,0.9384750426166193,2,68.0,0.4074957009683011,0,4.0,0.7104494998317737,0,0.0,0.9531135728980189,0,0.0,0.7958215588000986,1,46.0,0.37777220392738503,5,72.0,0.3565450848076397,18,330.0
